Tanggal Lahir,Pergawean,Status Kawin,Penghasilan per Tahun,Tanggungan Ortu,Tanggungan Anak,Mulai Berlangganan,Transaksi Terakhir,Sembako,Elektronik,Hobi,Pakaian,Buku,Kesehatan,Jml Transaksi Diskon,Jml Transaksi App,Jml Transaksi Web,Jml Transaksi Outlet,Jml Kunjungan App,Komplain,Pulau,Urutan Terima Penawaran
6/1/1968,Manager,Berumahtangga,"Rp32.889.000,- ",1,1,-2957,78,28558,877,13560,4215,2861,8702,3,2,1,3,5,Tidak pernah,Jawa,
9/11/1979,Manager,Cerai,"Rp33.462.000,- ",1,0,-2987,78,22558,3877,18560,215,861,11702,1,2,0,3,7,Tidak pernah,Bali,
11/21/1975,Karyawan,Cerai,"Rp36.627.000,- ",2,0,-3002,78,9558,1877,5560,215,861,1702,1,0,0,3,5,Tidak pernah,Bali,
10/4/1982,Karyawan,Menikah,"Rp28.718.000,- ",1,0,-3012,78,12558,4877,6560,11215,8861,16702,2,2,0,3,8,Tidak pernah,Sulawesi,
6/14/1972,Karyawan,Menikah,"Rp77.981.000,- ",1,0,-3060,78,138558,120877,204560,16215,126861,60702,3,7,4,7,5,Tidak pernah,Jawa,
11/13/1956,Karyawan,Lajang,"Rp60.230.000,- ",0,1,-3066,78,520558,20877,367560,39215,81861,40702,2,6,3,6,5,Tidak pernah,Jawa,
12/21/1969,Karyawan,Berumahtangga,"Rp74.918.000,- ",0,0,-3135,78,972558,59877,913560,25215,19861,59702,1,5,9,6,3,Tidak pernah,Jawa,4
4/22/1953,Karyawan,Lajang,"Rp40.464.000,- ",0,1,-3195,78,424558,17877,118560,7215,23861,41702,6,8,2,8,8,Tidak pernah,Jawa,
2/28/1956,Manager,Lajang,"Rp64.857.000,- ",0,0,-3244,78,556558,14877,717560,210215,861,43702,1,7,5,10,4,Tidak pernah,Jawa,
2/27/1956,Manager,Lajang,"Rp64.857.000,- ",0,0,-3244,78,556558,14877,717560,210215,861,43702,1,7,5,10,4,Tidak pernah,Sumatera,
7/16/1960,Karyawan,Berumahtangga,"Rp63.381.000,- ",0,1,-3293,78,571558,50877,142560,33215,50861,159702,4,4,5,13,2,Tidak pernah,Jawa,
12/11/1960,Karyawan,Berumahtangga,"Rp63.381.000,- ",0,1,-3293,78,571558,50877,142560,33215,50861,159702,4,4,5,13,2,Tidak pernah,Jawa,
7/16/1982,C-level,Berumahtangga,"Rp66.664.000,- ",0,0,-3303,78,398558,96877,447560,220215,96861,32702,1,5,7,6,3,Tidak pernah,Jawa,
9/25/1982,C-level,Berumahtangga,"Rp66.664.000,- ",0,0,-3303,78,398558,96877,447560,220215,96861,32702,1,5,7,6,3,Tidak pernah,Bali,
4/13/1966,Karyawan,Lajang,"Rp86.358.000,- ",1,1,-3351,78,957558,47877,494560,82215,47861,95702,4,5,3,6,8,Tidak pernah,Jawa,
1/30/1977,Karyawan,Menikah,"Rp41.443.000,- ",1,0,-2750,79,171558,7877,171560,25215,19861,89702,6,8,1,5,8,Tidak pernah,Bali,
12/21/1961,Kepala Divisi,Menikah,"Rp57.072.000,- ",0,1,-2817,79,944558,877,60560,215,861,30702,2,7,5,13,5,Tidak pernah,Sumatera,2
5/1/1967,Karyawan,Berumahtangga,"Rp54.178.000,- ",0,1,-2820,79,135558,9877,39560,4215,861,7702,1,2,2,5,2,Tidak pernah,NTB,
12/28/1950,Kepala Divisi,Lajang,"Rp48.767.000,- ",1,2,-2840,79,28558,1877,21560,3215,861,10702,3,2,1,3,5,Tidak pernah,Kalimantan,
12/5/1955,Manager,Lajang,"Rp51.124.000,- ",1,1,-2854,79,26558,1877,11560,215,1861,4702,2,1,0,3,3,Tidak pernah,Sumatera,
2/16/1970,Karyawan,Lajang,"Rp43.020.000,- ",1,0,-2872,79,45558,7877,99560,4215,25861,43702,3,4,1,4,6,Tidak pernah,NTT,
5/15/1963,Karyawan,Lajang,"Rp49.980.000,- ",0,1,-2910,79,104558,1877,54560,13215,9861,14702,2,3,1,5,5,Tidak pernah,Sulawesi,
10/3/1955,Karyawan,Lajang,"Rp72.906.000,- ",0,0,-2946,79,400558,32877,519560,71215,75861,54702,1,3,4,9,1,Tidak pernah,Jawa,
10/17/1976,C-level,Berumahtangga,"Rp25.176.000,- ",1,1,-2984,79,4558,877,4560,215,861,5702,1,1,0,2,7,Tidak pernah,NTB,
9/28/1977,Karyawan,Berumahtangga,"Rp96.876.000,- ",0,0,-2988,79,908558,43877,735560,40215,194861,21702,1,7,7,9,2,Tidak pernah,Jawa,"[0, 3, 4, 5]"
3/12/1979,C-level,Menikah,"Rp31.086.000,- ",1,1,-3082,79,16558,2877,11560,3215,861,16702,2,1,1,2,8,Tidak pernah,NTB,2
10/6/1983,Karyawan,Lajang,"Rp24.072.000,- ",1,0,-3100,79,9558,1877,6560,3215,861,4702,1,1,0,2,8,Tidak pernah,Jawa,
4/11/1954,Karyawan,Cerai,"Rp76.773.000,- ",0,0,-3150,79,516558,56877,449560,86215,33861,16702,1,2,2,11,1,Tidak pernah,Jawa,
3/19/1965,Karyawan,Menikah,"Rp72.190.000,- ",0,0,-3162,79,597558,166877,597560,172215,166861,249702,1,5,6,4,3,Tidak pernah,Kalimantan,
4/14/1948,Kepala Divisi,Menikah,"Rp83.837.000,- ",0,0,-3221,79,847558,66877,119560,86215,89861,111702,1,9,10,5,4,Tidak pernah,Sulawesi,"[0, 3, 5]"
11/27/1978,Karyawan,Menikah,"Rp17.345.000,- ",1,0,-3264,79,4558,9877,16560,17215,861,12702,2,2,1,2,8,Tidak pernah,Jawa,
7/13/1958,Manager,Lajang,"Rp75.154.000,- ",0,1,-3324,79,543558,10877,205560,160215,143861,82702,1,6,3,6,3,Tidak pernah,NTT,5
8/22/1961,Wirausaha,Menikah,"Rp28.249.000,- ",0,0,-2675,80,1558,9877,7560,2215,14861,10702,1,2,0,3,6,Tidak pernah,Sulawesi,
12/26/1961,Wirausaha,Menikah,"Rp28.249.000,- ",0,0,-2675,80,1558,9877,7560,2215,14861,10702,1,2,0,3,6,Tidak pernah,Jawa,
10/31/1980,Manager,Menikah,"Rp69.661.000,- ",0,0,-2708,80,656558,16877,106560,32215,16861,8702,1,7,3,12,3,Tidak pernah,Sulawesi,
5/15/1979,Kepala Divisi,Berumahtangga,"Rp27.922.000,- ",1,0,-2711,80,11558,877,13560,2215,4861,11702,1,2,0,3,4,Tidak pernah,Bali,
7/10/1966,Manager,Berumahtangga,"Rp45.903.000,- ",0,1,-2728,80,33558,8877,10560,2215,10861,3702,2,2,1,3,4,Tidak pernah,Bali,
3/27/1977,Manager,Lajang,"Rp36.273.000,- ",1,0,-2735,80,29558,3877,30560,3215,2861,9702,2,3,0,3,6,Tidak pernah,Jawa,
6/19/1968,Manager,Menikah,"Rp70.777.000,- ",0,1,-2785,80,554558,35877,113560,215,7861,78702,3,5,3,12,3,Tidak pernah,Jawa,
6/26/1976,Karyawan,Menikah,"Rp17.148.000,- ",1,0,-2813,80,9558,9877,11560,13215,10861,16702,4,3,1,3,8,Tidak pernah,Sumatera,
8/5/1969,Manager,Berumahtangga,"Rp66.476.000,- ",0,1,-2868,80,742558,28877,152560,25215,9861,57702,2,6,8,10,4,Tidak pernah,NTB,
2/22/1979,Manager,Menikah,"Rp45.057.000,- ",1,0,-2871,80,37558,877,7560,3215,861,3702,1,2,0,3,5,Tidak pernah,NTT,
9/30/1968,Karyawan,Menikah,"Rp41.120.000,- ",1,1,-2896,80,24558,2877,23560,215,8861,24702,3,2,1,3,6,Tidak pernah,Jawa,
9/10/1959,Kepala Divisi,Lajang,,0,0,-2897,80,81558,11877,50560,3215,2861,39702,1,1,3,4,2,Tidak pernah,Kalimantan,
1/3/1986,Manager,Lajang,"Rp19.485.000,- ",2,0,-2939,80,6558,877,4560,215,861,702,1,1,0,2,7,Tidak pernah,Sulawesi,
5/16/1983,Kepala Divisi,Berumahtangga,"Rp21.840.000,- ",1,0,-3004,80,17558,877,9560,215,861,1702,1,1,0,3,9,Tidak pernah,Jawa,
9/28/1985,C-level,Lajang,"Rp41.473.000,- ",1,0,-3036,80,21558,8877,20560,15215,3861,9702,1,2,0,3,7,Tidak pernah,Jawa,
9/10/1956,C-level,Cerai,"Rp31.395.000,- ",1,1,-3124,80,23558,1877,25560,215,8861,7702,4,2,1,3,6,Tidak pernah,Jawa,
8/19/1947,Kepala Divisi,Duda,"Rp68.117.000,- ",0,1,-3137,80,618558,44877,215560,215,17861,36702,2,11,8,4,6,Tidak pernah,Jawa,"[2, 5]"
9/23/1975,C-level,Duda,"Rp47.682.000,- ",0,1,-3160,80,162558,61877,83560,97215,57861,61702,4,4,3,8,5,Tidak pernah,Jawa,
12/5/1972,Manager,Menikah,"Rp83.151.000,- ",0,0,-3165,80,968558,147877,842560,137215,42861,210702,1,5,7,10,2,Tidak pernah,Jawa,"[0, 2, 4, 5]"
1/2/1969,Kepala Divisi,Cerai,"Rp58.086.000,- ",0,1,-3186,80,708558,7877,62560,215,861,15702,2,11,3,7,8,Tidak pernah,Jawa,
9/23/1958,Kepala Divisi,Berumahtangga,"Rp84.460.000,- ",0,0,-3202,80,152558,27877,103560,106215,54861,81702,0,9,9,4,5,Tidak pernah,Jawa,"[0, 1, 3, 4, 5]"
11/25/1962,Karyawan,Lajang,"Rp66.565.000,- ",0,1,-3232,80,747558,10877,161560,65215,40861,42702,4,4,2,9,8,Tidak pernah,Jawa,
2/8/1969,Karyawan,Cerai,"Rp23.910.000,- ",1,0,-3272,80,16558,12877,18560,7215,1861,13702,1,2,0,3,7,Tidak pernah,Jawa,
12/10/1968,Karyawan,Lajang,"Rp35.893.000,- ",1,1,-3283,80,158558,877,23560,215,861,18702,6,3,1,5,8,Tidak pernah,Sulawesi,
7/26/1973,Karyawan,Cerai,"Rp71.128.000,- ",1,0,-3292,80,958558,159877,447560,20215,861,31702,3,2,10,12,7,Tidak pernah,NTT,
9/3/1989,C-level,Berumahtangga,"Rp38.683.000,- ",1,0,-3294,80,46558,35877,69560,84215,41861,66702,6,4,1,6,7,Tidak pernah,Sulawesi,
3/11/1971,Karyawan,Menikah,"Rp37.150.000,- ",1,0,-3317,80,167558,37877,64560,49215,34861,116702,8,4,3,6,7,Tidak pernah,NTT,
4/2/1976,Karyawan,Menikah,"Rp61.064.000,- ",0,1,-3328,80,387558,126877,342560,215,45861,180702,5,8,4,11,6,Tidak pernah,Jawa,
2/5/1976,Kepala Divisi,Menikah,"Rp51.650.000,- ",0,1,-2710,81,152558,3877,22560,2215,5861,7702,1,4,1,4,5,Tidak pernah,Sulawesi,
8/22/1956,Manager,Berumahtangga,"Rp55.249.000,- ",0,1,-2734,81,97558,1877,19560,2215,861,11702,1,2,1,4,3,Tidak pernah,Jawa,
5/31/1973,Kepala Divisi,Lajang,"Rp46.854.000,- ",1,1,-2751,81,96558,1877,79560,7215,1861,79702,6,5,1,3,8,Tidak pernah,Sulawesi,"[2, 5]"
8/25/1996,Wirausaha,Menikah,"Rp14.421.000,- ",0,0,-2793,81,558,877,2560,3215,3861,8702,1,1,0,2,5,Tidak pernah,Jawa,2
7/21/1969,Kepala Divisi,Berumahtangga,"Rp54.132.000,- ",0,1,-2794,81,30558,1877,8560,215,861,3702,1,1,0,3,7,Tidak pernah,NTB,
10/23/1975,Karyawan,Cerai,"Rp153.924.000,- ",0,0,-2803,81,1558,1877,1560,1215,1861,1702,0,0,0,0,0,Tidak pernah,Jawa,
11/4/1978,Karyawan,Menikah,"Rp64.813.000,- ",1,0,-2839,81,293558,877,124560,179215,97861,52702,1,7,2,10,5,Tidak pernah,Jawa,
4/27/1970,Manager,Menikah,"Rp61.872.000,- ",0,1,-2859,81,330558,5877,159560,36215,27861,16702,4,4,4,9,4,Tidak pernah,Sumatera,
9/13/1979,Karyawan,Menikah,"Rp58.025.000,- ",0,1,-2876,81,270558,31877,88560,11215,48861,22702,3,3,2,10,4,Tidak pernah,Sulawesi,
3/24/1948,Manager,Menikah,"Rp83.790.000,- ",0,0,-2887,81,1076558,16877,417560,42215,48861,16702,1,8,10,6,3,Tidak pernah,Bali,"[3, 4]"
10/6/1979,Karyawan,Berumahtangga,"Rp34.350.000,- ",1,0,-2914,81,16558,3877,15560,2215,1861,11702,1,1,0,3,7,Tidak pernah,Kalimantan,
10/13/1958,Kepala Divisi,Duda,"Rp33.438.000,- ",1,1,-2941,81,62558,1877,16560,3215,2861,6702,4,2,1,4,5,Tidak pernah,Jawa,
3/12/1986,C-level,Menikah,"Rp21.955.000,- ",1,0,-2956,81,5558,1877,7560,17215,14861,11702,2,2,1,3,6,Tidak pernah,Jawa,
3/19/1971,Kepala Divisi,Menikah,"Rp60.491.000,- ",0,1,-2957,81,637558,47877,237560,12215,19861,76702,4,6,11,7,5,Tidak pernah,Jawa,
4/6/1964,Kepala Divisi,Menikah,"Rp59.304.000,- ",0,1,-2996,81,418558,61877,428560,80215,51861,10702,3,7,8,10,5,Tidak pernah,Jawa,
7/12/1974,Karyawan,Menikah,"Rp34.421.000,- ",1,0,-3024,81,3558,3877,7560,6215,2861,9702,1,1,0,2,7,Tidak pernah,Jawa,
8/16/1974,Karyawan,Menikah,"Rp34.421.000,- ",1,0,-3024,81,3558,3877,7560,6215,2861,9702,1,1,0,2,7,Tidak pernah,Bali,
8/1/1953,Kepala Divisi,Lajang,"Rp51.411.000,- ",1,2,-3060,81,14558,877,3560,215,861,1702,1,0,0,3,5,Tidak pernah,Sulawesi,
5/7/1958,Karyawan,Cerai,"Rp71.964.000,- ",0,0,-3066,81,587558,51877,932560,180215,34861,86702,1,5,6,5,3,Tidak pernah,Jawa,
6/15/1953,Kepala Divisi,Berumahtangga,"Rp64.504.000,- ",1,2,-3143,81,986558,36877,168560,16215,861,108702,7,11,3,4,7,Tidak pernah,Jawa,5
6/17/1961,Karyawan,Menikah,"Rp49.678.000,- ",0,1,-3173,81,229558,5877,56560,3215,2861,20702,2,6,2,4,7,Tidak pernah,Jawa,
1/28/1976,Manager,Lajang,"Rp60.482.000,- ",0,1,-3183,81,255558,43877,134560,37215,14861,24702,1,7,2,7,7,Tidak pernah,Bali,
4/17/1972,Kepala Divisi,Lajang,"Rp55.260.000,- ",0,1,-3225,81,825558,8877,53560,11215,861,242702,2,8,10,5,6,Tidak pernah,Bali,
5/3/1969,Manager,Duda,"Rp67.369.000,- ",0,1,-3250,81,1298558,877,70560,37215,14861,42702,4,7,4,10,4,Tidak pernah,Jawa,"[3, 4, 5]"
2/24/1962,Manager,Berumahtangga,"Rp47.175.000,- ",1,1,-3270,81,167558,2877,44560,6215,2861,19702,7,4,2,4,8,Tidak pernah,Bali,"[2, 5]"
9/28/1967,Karyawan,Cerai,"Rp68.743.000,- ",0,0,-3329,81,1132558,134877,384560,175215,134861,115702,1,11,5,13,7,Tidak pernah,NTT,
1/7/1981,Kepala Divisi,Berumahtangga,"Rp56.937.000,- ",1,0,-3355,81,746558,8877,125560,11215,8861,8702,7,8,6,9,6,Tidak pernah,Jawa,"[3, 5]"
9/8/1986,Karyawan,Berumahtangga,"Rp83.033.000,- ",1,0,-2703,82,812558,99877,431560,237215,149861,33702,1,11,4,10,5,Tidak pernah,Bali,0
7/4/1976,Karyawan,Lajang,"Rp37.697.000,- ",1,0,-2803,82,34558,6877,21560,11215,4861,8702,1,2,1,3,6,Tidak pernah,Sulawesi,
5/14/1976,Karyawan,Lajang,"Rp37.697.000,- ",1,0,-2803,82,34558,6877,21560,11215,4861,8702,1,2,1,3,6,Tidak pernah,Jawa,
5/14/1951,Karyawan,Menikah,"Rp44.689.000,- ",1,1,-2831,82,18558,877,5560,215,861,11702,2,1,1,2,7,Tidak pernah,Jawa,2
12/1/1970,C-level,Menikah,"Rp23.162.000,- ",1,1,-2851,82,8558,3877,9560,19215,4861,22702,3,1,1,3,6,Tidak pernah,Sumatera,
9/27/1959,Karyawan,Cerai,"Rp63.033.000,- ",0,0,-2887,82,194558,61877,480560,225215,112861,30702,1,3,4,8,2,Tidak pernah,NTT,
7/23/1967,Kepala Divisi,Lajang,"Rp40.304.000,- ",1,0,-2933,82,37558,877,17560,215,861,3702,1,2,0,3,7,Tidak pernah,Sumatera,
9/9/1984,Karyawan,Menikah,"Rp40.059.000,- ",1,0,-2935,82,110558,29877,92560,28215,10861,145702,1,6,2,3,8,Tidak pernah,NTT,2
6/5/1954,Karyawan,Menikah,"Rp80.067.000,- ",0,0,-2944,82,519558,17877,813560,27215,173861,51702,1,4,6,6,2,Tidak pernah,Sulawesi,4
5/18/1981,Kepala Divisi,Lajang,"Rp36.038.000,- ",1,0,-3055,82,23558,877,15560,215,2861,7702,2,3,0,3,6,Tidak pernah,Jawa,
4/13/1981,Kepala Divisi,Lajang,,1,0,-3055,82,23558,877,15560,215,2861,7702,2,3,0,3,6,Tidak pernah,Kalimantan,
4/2/1968,Karyawan,Berumahtangga,"Rp40.521.000,- ",1,1,-3111,82,12558,877,5560,215,861,4702,1,0,1,2,5,Tidak pernah,Jawa,
10/1/1956,Kepala Divisi,Menikah,"Rp66.334.000,- ",0,1,-3113,82,909558,11877,218560,215,861,23702,2,9,3,5,5,Tidak pernah,Jawa,5
4/28/1984,Karyawan,Lajang,"Rp11.012.000,- ",1,0,-3131,82,24558,3877,26560,7215,1861,23702,3,3,1,2,9,Tidak pernah,Sulawesi,2
1/9/1976,Karyawan,Cerai,"Rp31.615.000,- ",1,0,-3131,82,2558,3877,20560,6215,11861,9702,2,2,0,3,7,Tidak pernah,Jawa,
11/11/1971,Karyawan,Menikah,,1,1,-3144,82,71558,1877,16560,215,861,9702,4,2,1,3,8,Tidak pernah,Kalimantan,
4/5/1949,Kepala Divisi,Menikah,"Rp69.098.000,- ",0,0,-3159,82,1315558,22877,780560,145215,861,178702,1,7,8,9,5,Tidak pernah,Jawa,
9/29/1951,Karyawan,Duda,"Rp70.792.000,- ",0,0,-3169,82,344558,45877,654560,104215,11861,114702,2,3,4,10,3,Tidak pernah,Jawa,
3/11/1979,Karyawan,Menikah,"Rp17.688.000,- ",1,0,-3193,82,2558,2877,1560,3215,1861,2702,1,1,0,2,8,Pernah,Jawa,
12/10/1989,Wirausaha,Menikah,"Rp25.443.000,- ",1,0,-3215,82,1558,4877,3560,8215,9861,7702,1,1,0,3,8,Tidak pernah,Bali,
10/24/1972,Kepala Divisi,Menikah,"Rp57.091.000,- ",0,1,-3244,82,462558,877,24560,6215,861,4702,2,9,2,5,7,Tidak pernah,Jawa,"[3, 5]"
10/7/1981,C-level,Lajang,"Rp24.336.000,- ",1,0,-3332,82,1558,6877,2560,8215,2861,12702,1,1,0,2,7,Tidak pernah,Jawa,
4/29/1981,C-level,Menikah,"Rp51.111.000,- ",1,1,-2671,83,22558,877,19560,6215,5861,3702,2,2,0,3,6,Tidak pernah,Bali,
11/15/1972,Karyawan,Lajang,"Rp44.503.000,- ",1,1,-2735,83,31558,1877,8560,215,861,8702,2,2,0,3,6,Tidak pernah,Jawa,
4/30/1971,Manager,Menikah,"Rp56.850.000,- ",0,1,-2759,83,34558,1877,19560,2215,7861,702,1,1,1,3,2,Tidak pernah,Sumatera,
8/3/1969,Kepala Divisi,Lajang,"Rp66.582.000,- ",0,0,-2779,83,789558,25877,420560,16215,38861,702,1,2,8,9,1,Tidak pernah,Jawa,
7/8/1985,C-level,Menikah,"Rp23.148.000,- ",0,0,-2792,83,4558,6877,8560,6215,3861,10702,1,2,0,3,7,Tidak pernah,Jawa,
1/10/1964,Karyawan,Menikah,"Rp82.224.000,- ",0,0,-2816,83,307558,26877,360560,138215,31861,40702,1,6,9,5,3,Tidak pernah,NTB,0
11/12/1974,Kepala Divisi,Menikah,"Rp61.917.000,- ",1,1,-2882,83,46558,4877,36560,2215,2861,1702,1,2,0,4,5,Tidak pernah,Jawa,
5/15/1966,Karyawan,Berumahtangga,"Rp43.482.000,- ",2,1,-2889,83,18558,1877,32560,6215,3861,28702,3,2,0,4,6,Tidak pernah,Sulawesi,
10/12/1979,Karyawan,Cerai,"Rp68.274.000,- ",1,1,-2933,83,135558,25877,51560,23215,25861,46702,2,4,2,5,3,Tidak pernah,Bali,
6/24/1974,Karyawan,Lajang,"Rp42.373.000,- ",1,1,-2979,83,67558,5877,61560,3215,8861,19702,5,2,1,5,5,Tidak pernah,Jawa,
5/23/1954,Manager,Berumahtangga,,0,1,-3032,83,161558,877,22560,215,861,24702,2,4,1,4,6,Tidak pernah,Kalimantan,
3/29/1979,Karyawan,Lajang,"Rp57.537.000,- ",1,0,-3045,83,191558,56877,139560,51215,8861,100702,4,4,3,8,4,Tidak pernah,Kalimantan,
5/4/1958,Kepala Divisi,Duda,"Rp80.995.000,- ",0,1,-3075,83,860558,28877,409560,73215,56861,56702,1,8,9,4,4,Tidak pernah,Sumatera,
10/10/1976,Karyawan,Cerai,"Rp30.992.000,- ",1,0,-3094,83,17558,877,14560,7215,3861,2702,1,1,0,3,7,Tidak pernah,Sumatera,
7/25/1976,Karyawan,Cerai,"Rp30.992.000,- ",1,0,-3094,83,17558,877,14560,7215,3861,2702,1,1,0,3,7,Tidak pernah,Sumatera,
5/7/1971,Kepala Divisi,Berumahtangga,"Rp78.642.000,- ",0,1,-3095,83,1396558,877,322560,46215,35861,17702,1,4,9,4,6,Tidak pernah,Jawa,
4/8/1955,Karyawan,Menikah,"Rp74.268.000,- ",0,0,-3161,83,199558,66877,315560,97215,174861,41702,1,4,3,5,2,Tidak pernah,Bali,
9/11/1962,Karyawan,Berumahtangga,"Rp75.072.000,- ",0,1,-3183,83,583558,34877,309560,215,22861,125702,2,5,4,8,3,Tidak pernah,Jawa,
5/9/1963,Karyawan,Berumahtangga,"Rp56.253.000,- ",0,1,-3230,83,509558,877,65560,7215,11861,5702,4,7,2,9,6,Tidak pernah,Jawa,
5/15/1955,Karyawan,Berumahtangga,"Rp59.925.000,- ",0,1,-3237,83,473558,21877,176560,19215,21861,56702,3,9,2,9,6,Tidak pernah,Jawa,
2/14/1960,Karyawan,Berumahtangga,"Rp62.807.000,- ",0,1,-3328,83,526558,28877,135560,10215,21861,99702,3,5,3,12,5,Tidak pernah,Jawa,
4/31/1960,Karyawan,Berumahtangga,"Rp62.807.000,- ",0,1,-3328,83,526558,28877,135560,10215,21861,99702,3,5,3,12,5,Tidak pernah,Sumatera,
8/3/1970,Kepala Divisi,Menikah,"Rp23.626.000,- ",1,0,-2697,84,27558,2877,14560,215,861,702,3,3,1,3,5,Tidak pernah,NTB,
9/28/1976,Manager,Berumahtangga,"Rp46.106.000,- ",1,1,-2710,84,30558,877,8560,2215,861,14702,1,1,1,2,6,Tidak pernah,Bali,
9/18/1965,Karyawan,Menikah,"Rp81.168.000,- ",0,0,-2714,84,410558,877,592560,147215,22861,22702,1,6,4,7,3,Tidak pernah,Jawa,0
10/29/1979,Karyawan,Menikah,"Rp27.244.000,- ",1,0,-2775,84,6558,5877,17560,3215,24861,46702,2,2,2,2,7,Tidak pernah,Jawa,
8/26/1957,Karyawan,Berumahtangga,"Rp26.091.000,- ",1,1,-2785,84,15558,10877,19560,8215,17861,20702,3,2,1,3,5,Tidak pernah,Sulawesi,
7/1/1957,Karyawan,Berumahtangga,"Rp26.091.000,- ",1,1,-2785,84,15558,10877,19560,8215,17861,20702,3,2,1,3,5,Tidak pernah,Jawa,
5/28/1969,Manager,Menikah,"Rp43.142.000,- ",1,1,-2792,84,5558,1877,7560,2215,1861,4702,1,1,0,2,7,Tidak pernah,Kalimantan,
10/23/1971,Karyawan,Berumahtangga,"Rp38.232.000,- ",1,1,-2824,84,43558,5877,28560,7215,6861,33702,4,3,1,3,5,Tidak pernah,Jawa,
11/7/1985,Karyawan,Menikah,"Rp92.533.000,- ",0,0,-2853,84,693558,21877,118560,110215,147861,42702,1,6,5,11,2,Tidak pernah,NTB,"[0, 4]"
9/17/1945,Karyawan,Duda,"Rp63.285.000,- ",0,0,-2897,84,508558,124877,249560,50215,38861,134702,1,6,5,13,3,Tidak pernah,Jawa,
5/3/1955,Karyawan,Berumahtangga,"Rp38.946.000,- ",0,1,-2909,84,116558,6877,82560,6215,6861,41702,2,3,1,6,5,Tidak pernah,NTT,
9/12/1955,Karyawan,Berumahtangga,"Rp38.946.000,- ",0,1,-2909,84,116558,6877,82560,6215,6861,41702,2,3,1,6,5,Tidak pernah,Sumatera,
12/3/1975,Kepala Divisi,Menikah,"Rp40.233.000,- ",0,1,-2919,84,80558,4877,46560,215,17861,2702,5,2,1,5,6,Tidak pernah,Bali,
8/17/1969,C-level,Menikah,"Rp46.831.000,- ",1,1,-3047,84,22558,2877,10560,6215,4861,34702,2,1,2,2,4,Tidak pernah,Jawa,
6/22/1987,Karyawan,Berumahtangga,"Rp67.605.000,- ",0,0,-3116,84,336558,28877,282560,184215,54861,54702,1,2,8,6,1,Tidak pernah,Jawa,
9/14/1976,Manager,Lajang,"Rp70.379.000,- ",0,1,-3144,84,553558,25877,142560,65215,67861,8702,3,6,3,13,4,Tidak pernah,Sumatera,
8/4/1957,C-level,Cerai,"Rp77.297.000,- ",0,0,-3180,84,408558,61877,109560,48215,122861,41702,1,5,7,9,4,Tidak pernah,Jawa,0
7/22/1962,Karyawan,Menikah,"Rp55.759.000,- ",0,1,-3239,84,675558,877,85560,10215,7861,77702,5,10,3,8,8,Tidak pernah,Sumatera,
12/5/1951,Manager,Lajang,"Rp58.217.000,- ",2,1,-3250,84,68558,1877,13560,3215,5861,13702,1,2,0,4,6,Tidak pernah,Jawa,
2/12/1976,Karyawan,Berumahtangga,"Rp51.369.000,- ",0,1,-3273,84,297558,7877,79560,215,11861,182702,2,8,2,4,8,Tidak pernah,Bali,
6/5/1976,Karyawan,Berumahtangga,"Rp51.369.000,- ",0,1,-3273,84,297558,7877,79560,215,11861,182702,2,8,2,4,8,Tidak pernah,Bali,
3/25/1956,Karyawan,Lajang,"Rp91.249.000,- ",0,0,-3278,84,1324558,27877,119560,71215,108861,27702,0,7,9,6,4,Tidak pernah,Jawa,"[0, 1, 3, 4, 5]"
8/24/1978,C-level,Berumahtangga,"Rp52.513.000,- ",0,0,-3324,84,367558,17877,241560,104215,188861,232702,2,9,5,9,7,Tidak pernah,Jawa,
9/26/1970,Manager,Menikah,"Rp44.159.000,- ",1,0,-2673,85,167558,2877,62560,24215,13861,7702,4,4,1,6,5,Tidak pernah,Bali,
6/28/1962,Karyawan,Berumahtangga,"Rp76.081.000,- ",0,0,-2698,85,292558,30877,415560,63215,33861,200702,1,4,5,4,2,Tidak pernah,Jawa,0
3/25/1962,Karyawan,Berumahtangga,"Rp76.081.000,- ",0,0,-2698,85,292558,30877,415560,63215,33861,200702,1,4,5,4,2,Tidak pernah,Sulawesi,0
4/16/1974,Karyawan,Cerai,"Rp39.996.000,- ",1,1,-2699,85,11558,877,3560,215,861,1702,1,1,0,2,6,Tidak pernah,Kalimantan,
3/11/1973,Kepala Divisi,Berumahtangga,"Rp55.012.000,- ",0,1,-2761,85,582558,877,65560,215,861,13702,6,8,2,9,5,Tidak pernah,Jawa,
2/21/1947,Karyawan,Lajang,"Rp77.457.000,- ",0,0,-2777,85,675558,11877,400560,15215,45861,11702,1,2,5,10,1,Tidak pernah,Bali,4
6/8/1963,Karyawan,Lajang,"Rp80.695.000,- ",0,0,-2843,85,557558,129877,984560,193215,37861,18702,1,5,8,5,2,Tidak pernah,NTT,
10/5/1956,Karyawan,Menikah,"Rp71.866.000,- ",0,1,-2847,85,184558,178877,178560,103215,39861,33702,1,6,3,10,3,Tidak pernah,Kalimantan,
10/17/1982,Manager,Berumahtangga,"Rp73.450.000,- ",0,0,-2867,85,1142558,51877,415560,90215,69861,37702,1,7,8,11,3,Tidak pernah,Jawa,"[0, 2]"
